Title,DOI,Relevant_methods,Relevant_simulation,Review_paper,Notes
"Simultaneous adjustment of uncontrolled confounding, selection bias and misclassification in multiple-bias modelling",10.1093/ije/dyad001,,,,
SAS and R code for probabilistic quantitative bias analysis for misclassified binary variables and binary unmeasured confounders,10.1093/ije/dyad053,,,,
Investigation of the structure and magnitude of time-varying uncontrolled confounding in simulated cohort data analyzed using g-computation,10.1093/ije/dyad150,,,,
The association between state income inequality and worse health is not confounded by race,10.1093/ije/dyg245,,,,
Does unmeasured confounding influence associations between the retail food environment and body mass index over time? The Coronary Artery Risk Development in Young Adults (CARDIA) study,10.1093/ije/dyx070,,,,
The betaboost package-a software tool for modelling bounded outcome variables in potentially high-dimensional epidemiological data,10.1093/ije/dyy093,,,,
Evaluating large-scale propensity score performance through real-world and synthetic data experiments,10.1093/ije/dyy120,,,,
Commentary: Causal models adjusting for time-varying confounding please send more data,10.1093/ije/dyy300,,,,
Comparative Effectiveness of Prostate Cancer Treatments: Evaluating Statistical Adjustments for Confounding in Observational Data,10.1093/jnci/djq393,,,,
"To Misspecify Is Common, to Probe Misspecification Scientific: Common ""Confounds"" in Pornography Research May Actually Be Predictors",10.1093/joc/jqac012,,,,
Non-agency interventions for causal mediation in the presence of intermediate confounding,10.1093/jrsssb/qkad130,,,,
Using Propensity Score Modeling to Minimize the Influence of Confounding Risks Related to Prenatal Tobacco Exposure,10.1093/ntr/ntq170,,,,
SIMULATION STUDY OF CONFOUNDER-SELECTION STRATEGIES,10.1093/oxfordjournals.aje.a116813,,,,
Do confounding or selection factors of residential wiring codes and magnetic fields distort findings of electromagnetic fields studies?,10.1097/00001648-200003000-00019,,,,
Confounding and effect modification in the short-term effects of ambient particles on total mortality: Results from 29 European cities within the APHEA2 project,10.1097/00001648-200109000-00011,,,,
Selection bias and confounding in case-crossover analyses of environmental time-series data,10.1097/00001648-200111000-00013,,,,
Quantifying biases in causal models:: Classical confounding <i>vs</i> collider-stratification bias,10.1097/00001648-200305000-00009,,,,
A Retrospective Cohort Study of Effects of Antihypertensive and Anticholinergic Medications on Outcomes Following Elective Posterior Lumbar Spine Surgery,10.1097/BSD.0000000000001110,,,,
Effect Decomposition in the Presence of an Exposure-Induced Mediator-Outcome Confounder,10.1097/EDE.0000000000000034,,,,
Studies with Many Covariates and Few Outcomes <i>Selecting Covariates and Implementing Propensity</i>-<i>Score</i>-<i>Based Confounding Adjustments</i>,10.1097/EDE.0000000000000069,,,,
Bias Formulas for Estimating Direct and Indirect Effects When Unmeasured Confounding Is Present,10.1097/EDE.0000000000000407,,,,
Diagnostics for Confounding of Time-varying and Other Joint Exposures,10.1097/EDE.0000000000000547,,,,
Bias Due to Confounders for the Exposure-Competing Risk Relationship,10.1097/EDE.0000000000000565,,,,
Variable Selection for Confounding Adjustment in High-dimensional Covariate Spaces When Analyzing Healthcare Databases,10.1097/EDE.0000000000000581,,,,
Using Super Learner Prediction Modeling to Improve High-dimensional Propensity Score Estimation,10.1097/EDE.0000000000000762,,,,
Quantitative Bias Analysis for a Misclassified Confounder A Comparison Between Marginal Structural Models and Conditional Models for Point Treatments,10.1097/EDE.0000000000001239,,,,
Postmyocardial Infarction Statin Exposure and the Risk of Stroke with Weighting for Outcome Misclassification,10.1097/EDE.0000000000001253,,,,
"To Adjust or Not to Adjust? When a ""Confounder"" Is Only Measured After Exposure",10.1097/EDE.0000000000001312,,,,
"Deep Learning-based Propensity Scores for Confounding Control in Comparative Effectiveness Research A Large-scale, Real-world Data Study",10.1097/EDE.0000000000001338,,,,
e-Cigarette Use and Combustible Cigarette Smoking Initiation Among Youth <i>Accounting for Time-Varying Exposure and Time-Dependent Confounding</i>,10.1097/EDE.0000000000001491,,,,
Inverse Probability of Treatment Weighting and Confounder Missingness in Electronic Health Record-based Analyses: A Comparison of Approaches Using Plasmode Simulation,10.1097/EDE.0000000000001618,,,,
Potential confounding by exposure history and prior outcomes - An example from perinatal epidemiology,10.1097/EDE.0b013e31812001e6,,,,
Model selection and health effect estimation in environmental epidemiology,10.1097/EDE.0b013e31817307dc,,,,
Geographic Variations in Risk <i>Adjusting for Unmeasured Confounders Through joint Modeling of Multiple Diseases</i>,10.1097/EDE.0b013e31819d90f9,,,,
A Comparison of Methods to Estimate the Hazard Ratio Under Conditions of Time-varying Confounding and Nonpositivity,10.1097/EDE.0b013e31822549e8,,,,
Sibling Comparison Designs <i>Bias From Non</i>-<i>Shared Confounders and Measurement Error</i>,10.1097/EDE.0b013e31825fa230,,,,
Effects of Heat Waves on Mortality <i>Effect Modification and Confounding by Air Pollutants</i>,10.1097/EDE.0b013e31828ac01b,,,,
Evaluating sources of bias in observational studies of angiotensin-converting enzyme inhibitor/angiotensin II receptor blocker use during COVID-19: beyond confounding,10.1097/HJH.0000000000002706,,,,
The directed acyclic graph helped identify confounders in the association between coronary heart disease and pesticide exposure among greenhouse vegetable farmers,10.1097/MD.0000000000035073,,,,
Confounding Control in Healthcare Database Research <i>Challenges and Potential Approaches</i>,10.1097/MLR.0b013e3181dbebe3,,,,
Confounding Adjustment in Comparative Effectiveness Research Conducted Within Distributed Research Networks,10.1097/MLR.0b013e31829b1bb1,,,,
Inverse probability weighting in sexually transmitted infection/human immunodeficiency virus prevention research: methods for evaluating social and community interventions,10.1097/OLQ.0b013e3181d73feb,,,,
Associations of antiretroviral drug use and HIV-specific risk factors with carotid intima-media thickness,10.1097/QAD.0b013e32833d2132,,,,
Variable Selection in Heterogeneous Datasets: A Truncated-rank Sparse Linear Mixed Model with Applications to Genome-wide Association Studies,10.1109/BIBM.2017.8217687,,,,
Linear Deconfounded Score Method: Scoring DAGs With Dense Unobserved Confounding,10.1109/TNNLS.2024.3352657,,,,
Structure inference for Bayesian multisensory scene understanding,10.1109/TPAMI.2008.25,,,,
Conditions for non-confounding and collapsibility without knowledge of completely constructed causal diagrams,10.1111/1467-9469.00087,,,,
Criteria for confounders in epidemiological studies,10.1111/1467-9868.00321,,,,
Confounding and regression adjustment in difference-in-differences studies,10.1111/1475-6773.13666,,,,
The effect of gene flow from unsampled demes in landscape genetic analysis,10.1111/1755-0998.13267,,,,
Estimating temporally variable selection intensity from ancient DNA data with the flexibility of modelling linkage and epistasis,10.1111/1755-0998.13790,,,,
"Alcohol Outlets, Neighborhood Retail Environments, and Pedestrian Injury Risk",10.1111/acer.13844,,,,
Confounder selection via penalized credible regions,10.1111/biom.12203,,,,
Accounting for Uncertainty in Confounder and Effect Modifier Selection When Estimating Average Causal Effects in Generalized Linear Models,10.1111/biom.12315,,,,
Model averaged double robust estimation,10.1111/biom.12622,,,,
Outcome-adaptive lasso: Variable selection for causal inference,10.1111/biom.12679,,,,
"Discussion of ""Data-driven confounder selection via Markov and Bayesian networks"" by Haggstrom",10.1111/biom.12784,,,,
Data-driven confounder selection via Markov and Bayesian networks,10.1111/biom.12788,,,,
Model-averaged confounder adjustment for estimating multivariate exposure effects with linear regression,10.1111/biom.12860,,,,
Doubly robust matching estimators for high dimensional confounding adjustment,10.1111/biom.12887,,,,
Causal inference accounting for unobserved confounding after outcome regression and doubly robust estimation,10.1111/biom.13001,,,,
Data-adaptive longitudinal model selection in causal inference with collaborative targeted minimum loss-based estimation,10.1111/biom.13135,,,,
Adjusting for time-varying confounders in survival analysis using structural nested cumulative survival time models,10.1111/biom.13158,,,,
Doubly robust tests of exposure effects under high-dimensional confounding,10.1111/biom.13231,,,,
Ultra-high dimensional variable selection for doubly robust causal inference,10.1111/biom.13625,,,,
Spatial+: A novel approach to spatial confounding,10.1111/biom.13656,,,,
Bayesian nonparametric adjustment of confounding,10.1111/biom.13833,,,,
Ensuring valid inference for Cox hazard ratios after variable selection,10.1111/biom.13889,,,,
Response moderation models for conditional dependence between response time and response accuracy,10.1111/bmsp.12076,,,,
Assessing moderated mediation in linear models requires fewer confounding assumptions than assessing mediation,10.1111/bmsp.12077,,,,
THE EFFECT OF UNMEASURED CONFOUNDERS ON THE ABILITY TO ESTIMATE A TRUE PERFORMANCE OR SELECTION GRADIENT (AND OTHER PARTIAL REGRESSION COEFFICIENTS),10.1111/evo.12406,,,,
What do macroinvertebrate indices measure? Stressor-specific stream macroinvertebrate indices can be confounded by other stressors,10.1111/fwb.14106,,,,
Finite Normal Mixture SEM Analysis by Fitting Multiple Conventional SEM Models,10.1111/j.1467-9531.2010.01224.x,,,,
Selecting SNPs to identify ancestry,10.1111/j.1469-1809.2011.00656.x,,,,
Why reduced-form regression models of health effects versus exposures should not replace QRA: livestock production and infant mortality as an example,10.1111/j.1539-6924.2009.01303.x,,,,
The performance of random coefficient regression in accounting for residual confounding,10.1111/j.1541-0420.2005.00510.x,,,,
A model-based approach for making ecological inference from distance sampling data,10.1111/j.1541-0420.2009.01265.x,,,,
A New Criterion for Confounder Selection,10.1111/j.1541-0420.2011.01619.x,,,,
Bayesian effect estimation accounting for adjustment uncertainty,10.1111/j.1541-0420.2011.01731.x,,,,
Logistic regression: a brief primer,10.1111/j.1553-2712.2011.01185.x,,,,
GC-MS metabolomics-based approach for the identification of a potential VOC-biomarker panel in the urine of renal cell carcinoma patients,10.1111/jcmm.13132,,,,
Landscape genetics across the Andes mountains: Environmental variation drives genetic divergence in the leaf-cutting ant Atta cephalotes,10.1111/mec.16742,,,,
Introduction to causal diagrams for confounder selection,10.1111/resp.12238,,,,
Regression-with-residuals estimation of marginal effects: a method of adjusting for treatment-induced confounders that may also be effect modifiers,10.1111/rssa.12497,,,,
Selecting a scale for spatial confounding adjustment,10.1111/rssa.12556,,,,
Right singular vector projection graphs: fast high dimensional covariance matrix estimation under latent confounding,10.1111/rssb.12359,,,,
Multiply robust causal inference with double-negative control adjustment for categorical unmeasured confounding,10.1111/rssb.12361,,,,
Tackling non-ignorable dropout in the presence of time varying confounding,10.1111/rssc.12154,,,,
Tackling Non-Ignorable Dropout in the Presence of Time Varying Confounding,10.1111/rssc.12154,,,,
Estimating the causal effect of treatment in observational studies with survival time end points and unmeasured confounding,10.1111/rssc.12158,,,,
Estimating the Treatment Effect on the Treated Under Time-Dependent Confounding in an Application to the Swiss HIV Cohort Study,10.1111/rssc.12221,,,,
Estimating the treatment effect on the treated under time-dependent confounding in an application to the Swiss HIV Cohort Study,10.1111/rssc.12221,,,,
An instrumental variable procedure for estimating Cox models with non-proportional hazards in the presence of unmeasured confounding,10.1111/rssc.12341,,,,
On the effect of obesity on employment in the presence of observed and unobserved confounding,10.1111/stan.12016,,,,
Compensation of retinal nerve fibre layer thickness as assessed using optical coherence tomography based on anatomical confounders,10.1136/bjophthalmol-2019-314086,,,,
Mortality in renal transplant recipients given erythropoietins to increase haemoglobin concentration: cohort study,10.1136/bmj.b4018,,,,
Handling time varying confounding in observational research,10.1136/bmj.j4587,,,,
Alternative approaches for confounding adjustment in observational studies using weighting based on the propensity score: a primer for practitioners,10.1136/bmj.l5657,,,,
Statin adherence and risk of acute cardiovascular events among women: a cohort study accounting for time-dependent confounding affected by previous adherence,10.1136/bmjopen-2016-011306,,,,
Survival models to support shared decision-making about advance care planning for people with advanced stage cystic fibrosis,10.1136/bmjresp-2020-000794,,,,
Impact of parity on anthropometric measures of obesity controlling by multiple confounders: a cross-sectional study in Chilean women,10.1136/jech.2007.062240,,,,
Controlling for socioeconomic confounding using regression methods,10.1136/jech.49.Suppl_2.S15,,,,
A standardisation approach to the control of socioeconomic confounding in small area studies of environment and health,10.1136/jech.49.Suppl_2.S9,,,,
"The prognostic value of depressive symptoms, fear-avoidance, and self-efficacy for duration of lost-time benefits in workers with musculoskeletal disorders",10.1136/oem.2005.020420,,,,
"Selection, calibration, and validation of models of tumor growth",10.1142/S021820251650055X,,,,
Treatment Effect Estimation via Differentiated Confounder Balancing and Regression,10.1145/3365677,,,,
Choice Set Confounding in Discrete Choice,10.1145/3447548.3467378,,,,
Causal Mediation Analysis with Hidden Confounders,10.1145/3488560.3498407,,,,
Be Causal: De-Biasing Social Network Confounding in Recommendation,10.1145/3533725,,,,
Statistical foundations for model-based adjustments,10.1146/annurev-publhealth-031914-122559,,,,
Confounding in health research,10.1146/annurev.publhealth.22.1.189,,,,
Chronic Periodontitis Case Definitions and Confounders in Periodontal Research: A Systematic Assessment,10.1155/2018/4578782,,,,
Relationships between Loneliness and Occupational Dysfunction in Community-Dwelling Older Adults: A Cross-Sectional Study,10.1155/2023/9505865,,,,
Assessing risk factors for dental caries: a statistical modeling approach,10.1159/000369831,,,,
"A Bagged, Partially Linear, Tree-Based Regression Procedure for Prediction and Variable Selection",10.1159/000380850,,,,
Propensity Score Methods for Confounding Control in Nonexperimental Research,10.1161/CIRCOUTCOMES.113.000359,,,,
Disparate stroke rates on warfarin among contemporaneous cohorts with atrial fibrillation: potential insights into risk from a comparative analysis of SPORTIF III versus SPORTIF V,10.1161/STROKEAHA.108.514935,,,,
Understanding logistic regression analysis,10.11613/BM.2014.003,,,,
ParceLiNGAM: A Causal Ordering Method Robust Against Latent Confounders,10.1162/NECO_a_00533,,,,
Neural Correlates of Causal Confounding,10.1162/jocn_a_01479,,,,
Confounder Detection in High-Dimensional Linear Models Using First Moments of Spectral Measures,10.1162/neco_a_01099,,,,
Impact of a confounding variable on a regression coefficient,10.1177/0049124100029002001,,,,
Omitted Variable Bias: Examining Management Research With the Impact Threshold of a Confounding Variable (ITCV),10.1177/01492063211006458,,,,
Sensitivity Plots for Confounder Bias in the Single Mediator Model,10.1177/0193841X14524576,,,,
On model selection and model misspecification in causal inference,10.1177/0962280210387717,,,,
Consistent causal effect estimation under dual misspecification and implications for confounder selection procedures,10.1177/0962280212437451,,,,
Estimating controlled direct effects in the presence of intermediate confounding of the mediator-outcome relationship: Comparison of five different methods,10.1177/0962280212461194,,,,
Causal effect estimation strategies in a longitudinal study with complex time-varying confounders: A tutorial,10.1177/0962280214545529,,,,
A two-stage model in a Bayesian framework to estimate a survival endpoint in the presence of confounding by indication,10.1177/0962280216660127,,,,
Comparison of statistical approaches dealing with time-dependent confounding in drug effectiveness studies,10.1177/0962280216668554,,,,
A graphical perspective of marginal structural models: An application for the estimation of the effect of physical activity on blood pressure,10.1177/0962280216680834,,,,
Addressing geographic confounding through spatial propensity scores: a study of racial disparities in diabetes,10.1177/0962280217735700,,,,
A stratification approach using logit-based models for confounder adjustment in the study of continuous outcomes,10.1177/0962280217747309,,,,
Adjustment for time-invariant and time-varying confounders in 'unexplained residuals' models for longitudinal data within a causal framework and associated challenges,10.1177/0962280218756158,,,,
A Bayesian two-stage spatially dependent variable selection model for space-time health data,10.1177/0962280218767980,,,,
Propensity score analysis for correlated subgroup effects,10.1177/0962280219850595,,,,
How to obtain valid tests and confidence intervals after propensity score variable selection?,10.1177/0962280219862005,,,,
The impact of unmeasured within- and between-cluster confounding on the bias of effect estimatorsof a continuous exposure,10.1177/0962280219883323,,,,
Variable selection and estimation in causal inference using Bayesian spike and slab priors,10.1177/0962280219898497,,,,
Propensity score specification for optimal estimation of average treatment effect with binary response,10.1177/0962280220934847,,,,
Unifying instrumental variable and inverse probability weighting approaches for inference of causal treatment effect and unmeasured confounding in observational studies,10.1177/0962280220971835,,,,
The change in estimate method for selecting confounders: A simulation study,10.1177/09622802211034219,,,,
Bayesian variable selection in hierarchical difference-in-differences models,10.1177/09622802211051087,,,,
Complete effect decomposition for an arbitrary number of multiple ordered mediators with time-varying confounders: A method for generalized causal multi-mediation analysis,10.1177/09622802221130580,,,,
Estimation of the average treatment effect with variable selection and measurement error simultaneously addressed for potential confounders,10.1177/09622802221146308,,,,
Robust weights that optimally balance confounders for estimating marginal hazard ratios,10.1177/09622802221146310,,,,
Controlling for time-dependent confounding using marginal structural models,10.1177/1536867X0400400403,,,,
gformula: Estimating causal effects in the presence of time-varying confounding or mediation using the g-computation formula,10.1177/1536867X1101100401,,,,
Confounding due to changing background risk in adaptively randomized trials,10.1177/1740774511406950,,,,
Adjusting for Baseline Measurements of the Mediators and Outcome as a First Step Toward Eliminating Confounding Biases in Mediation Analysis,10.1177/17456916221134573,,,,
A Tutorial on Causal Inference in Longitudinal Data With Time-Varying Confounding Using G-Estimation,10.1177/25152459231174029,,,,
Using the realized relationship matrix to disentangle confounding factors for the estimation of genetic variance components of complex traits,10.1186/1297-9686-42-22,,,,
Detecting disease-associated genes with confounding variable adjustment and the impact on genomic meta-analysis: with application to major depressive disorder,10.1186/1471-2105-13-52,,,,
Robust tests for matched case-control genetic association studies,10.1186/1471-2156-11-91,,,,
"Relative importance of climatic, geographic and socio-economic determinants of malaria in Malawi",10.1186/1475-2875-12-416,,,,
Developing a spatial-statistical model and map of historical malaria prevalence in Botswana using a staged variable selection procedure,10.1186/1476-072X-6-44,,,,
Purposeful selection of variables in logistic regression,10.1186/1751-0473-3-17,,,,
Statistical assessment of the global regulatory role of histone acetylation in Saccharomyces cerevisiae,10.1186/gb-2006-7-8-R70,,,,
Feature selection and causal analysis for microbiome studies in the presence of confounding using standardization,10.1186/s12859-021-04232-2,,,,
Identification of confounder in epidemiologic data contaminated by measurement error in covariates,10.1186/s12874-016-0159-6,,,,
Noncollapsibility and its role in quantifying confounding bias in logistic regression,10.1186/s12874-021-01316-8,,,,
"Methodological perspectives on the study of the health effects of unemployment - reviewing the mode of unemployment, the statistical analysis method and the role of confounding factors",10.1186/s12874-022-01670-1,,,,
"Comparing g-computation, propensity score-based weighting, and targeted maximum likelihood estimation for analyzing externally controlled trials with both measured and unmeasured confounders: a simulation study",10.1186/s12874-023-01835-6,,,,
Frameworks for estimating causal effects in observational settings: comparing confounder adjustment and instrumental variables,10.1186/s12874-023-01936-2,,,,
Association between ambient air pollutants and upper respiratory tract infection and pneumonia disease burden in Thailand from 2000 to 2022: a high frequency ecological analysis,10.1186/s12879-023-08185-0,,,,
Perioperative blood transfusion does not affect recurrence-free and overall survivals after curative resection for intrahepatic cholangiocarcinoma: a propensity score matching analysis,10.1186/s12885-017-3745-z,,,,
Assignment of unimodal probability distribution models for quantitative morphological phenotyping,10.1186/s12915-022-01283-6,,,,
A geographic identifier assignment algorithm with Bayesian variable selection to identify neighborhood factors associated with emergency department visit disparities for asthma,10.1186/s12942-020-00203-7,,,,
Confounding of linkage disequilibrium patterns in large scale DNA based gene-gene interaction studies,10.1186/s13040-019-0199-7,,,,
"Model selection, confounder control, and marginal structural models: Review and new applications",10.1198/000313004X5824,,,,
The impact of prior distributions for uncontrolled confounding and response bias: A case study of the relation of wire codes and magnetic fields to childhood leukemia,10.1198/01621450338861905,,,,
"Bias, Confounding, and Interaction: Lions and Tigers, and Bears, Oh My!",10.1213/ANE.0000000000002332,,,,
The Importance of Scale for Spatial-Confounding Bias and Precision of Spatial Regression Estimators,10.1214/10-STS326,,,,
Standardization and Control for Confounding in Observational Studies: A Historical Perspective,10.1214/13-STS453,,,,
Regularization and Confounding in Linear Regression for Treatment Effect Estimation,10.1214/16-BA1044,,,,
EXTENDED SENSITIVITY ANALYSIS FOR HETEROGENEOUS UNMEASURED CONFOUNDING WITH AN APPLICATION TO SIBLING STUDIES OF RETURNS TO EDUCATION,10.1214/18-AOAS1215,,,,
A ROBUST AND EFFICIENT APPROACH TO CAUSAL INFERENCE BASED ON SPARSE SUFFICIENT DIMENSION REDUCTION,10.1214/18-AOS1722,,,,
High-Dimensional Confounding Adjustment Using Continuous Spike and Slab Priors,10.1214/18-BA1131,,,,
High-Dimensional Confounding Adjustment Using Continuous Spike and Slab Priors,10.1214/18-ba1131,,,,
A CAUSAL EXPOSURE RESPONSE FUNCTION WITH LOCAL ADJUSTMENT FOR CONFOUNDING: ESTIMATING HEALTH EFFECTS OF EXPOSURE TO LOW LEVELS OF AMBIENT FINE PARTICULATE MATTER,10.1214/20-AOAS1330,,,,
MITIGATING UNOBSERVED SPATIAL CONFOUNDING WHEN ESTIMATING THE EFFECT OF SUPERMARKET ACCESS ON CARDIOVASCULAR DISEASE DEATHS,10.1214/20-AOAS1377,,,,
ESTIMATION OF THE MARGINAL EFFECT OF ANTIDEPRESSANTS ON BODY MASS INDEX UNDER CONFOUNDING AND ENDOGENOUS COVARIATE-DRIVEN MONITORING TIMES,10.1214/21-AOAS1570,,,,
DOUBLY DEBIASED LASSO: HIGH-DIMENSIONAL INFERENCE UNDER HIDDEN CONFOUNDING,10.1214/21-AOS2152,,,,
BOUNDS ON THE CONDITIONAL AND AVERAGE TREATMENT EFFECT WITH UNOBSERVED CONFOUNDING FACTORS,10.1214/22-AOS2195,,,,
Bias and Confounding: Pharmacoepidemiological Study Using Administrative Database,10.1248/yakushi.15-00006,,,,
Confounding by Socioeconomic Status in Epidemiological Studies of Air Pollution and Health: Challenges and Opportunities,10.1289/EHP7980,,,,
Interpreting population- and family-based genome-wide association studies in the presence of confounding,10.1371/journal.pbio.3002511,,,,
Identification of key somatic oncogenic mutation based on a confounder-free causal inference model,10.1371/journal.pcbi.1010529,,,,
Genetic sensitivity analysis: Adjusting for genetic confounding in epidemiological associations,10.1371/journal.pgen.1009590,,,,
Estimating age-stratified influenza-associated invasive pneumococcal disease in England: A time-series model based on population surveillance data,10.1371/journal.pmed.1002829,,,,
Model selection in time series studies of influenza-associated mortality,10.1371/journal.pone.0039423,,,,
Confounding Effects of Phase Delays on Causality Estimation,10.1371/journal.pone.0053588,,,,
Model selection approach suggests causal association between 25-hydroxyvitamin D and colorectal cancer,10.1371/journal.pone.0063475,,,,
Selection of higher order regression models in the analysis of multi-factorial transcription data,10.1371/journal.pone.0091840,,,,
Is Geo-Environmental Exposure a Risk Factor for Multiple Sclerosis? A Population-Based Cross-Sectional Study in South-Western Sardinia,10.1371/journal.pone.0163313,,,,
Using Rich Data on Comorbidities in Case-Control Study Design with Electronic Health Record Data Improves Control of Confounding in the Detection of Adverse Drug Reactions,10.1371/journal.pone.0164304,,,,
Prognosis impact of clinical characteristics in patients with inoperable esophageal squamous cell carcinoma,10.1371/journal.pone.0182660,,,,
"Disentangling personalized treatment effects from ""time-of-the-day"" confounding in mobile health studies",10.1371/journal.pone.0271766,,,,
Performance of modeling and balancing approach methods when using weights to estimate treatment effects in observational time-to-event settings,10.1371/journal.pone.0289316,,,,
Double Bias: Estimation of Causal Effects from Length-Biased Samples in the Presence of Confounding,10.1515/ijb-2014-0037,,,,
"Variable Selection for Confounder Control, Flexible Modeling and Collaborative Targeted Minimum Loss-Based Estimation in Causal Inference",10.1515/ijb-2015-0017,,,,
Detecting Confounding in Multivariate Linear Models via Spectral Analysis,10.1515/jci-2017-0013,,,,
Double machine learning and automated confounder selection: A cautionary tale,10.1515/jci-2022-0078,,,,
Finding causative genes from high-dimensional data: an appraisal of statistical and machine learning approaches,10.1515/sagmb-2015-0072,,,,
A Bayesian hierarchical model for identifying significant polygenic effects while controlling for confounding and repeated measures,10.1515/sagmb-2017-0044,,,,
Likelihood-free inference of population structure and local adaptation in a Bayesian hierarchical model,10.1534/genetics.109.112391,,,,
High-resolution genetic mapping of complex traits from a combined analysis of F2 and advanced intercross mice,10.1534/genetics.114.167056,,,,
Modeling Heterogeneity in the Genetic Architecture of Ethnically Diverse Groups Using Random Effect Interaction Models,10.1534/genetics.119.301909,,,,
Use of causal diagrams in Epidemiology: application to a situation with confounding,10.1590/0102-311X00103115,,,,
Robust Text Classification under Confounding Shift,10.1613/jair.1.11248,,,,
Modeling and variable selection in epidemiologic analysis,10.2105/ajph.79.3.340,,,,
Control of confounding in the analysis phase - an overview for clinicians,10.2147/CLEP.S129886,,,,
Adjusting for confounding by indication in observational studies: a case study in traumatic brain injury,10.2147/CLEP.S154500,,,,
Automated data-adaptive analytics for electronic healthcare data to study causal treatment effects,10.2147/CLEP.S166545,,,,
Modeling determinants of satisfaction with health care in youth with inflammatory bowel disease part 2: semiparametric distributional regression,10.2147/CLEP.S191458,,,,
Bayesian Model Averaging to Account for Model Uncertainty in Estimates of a Vaccine's Effectiveness,10.2147/CLEP.S378039,,,,
Is a Cutoff of 10% Appropriate for the Change-in-Estimate Criterion of Confounder Identification?,10.2188/jea.JE20130062,,,,
Effects of Omitting Non-confounding Predictors From General Relative-Risk Models for Binary Outcomes,10.2188/jea.JE20170226,,,,
Causal Modeling to Mitigate Selection Bias and Unmeasured Confounding in Internet-Based Epidemiology of COVID-19: Model Development and Validation,10.2196/31306,,,,
Meta-Analysis of Observational Studies with Unmeasured Confounders,10.2202/1557-4679.1350,,,,
How to Apply Multiple Imputation in Propensity Score Matching with Partially Observed Confounders: A Simulation Study and Practical Recommendations,10.22237/jmasm/1608552120,,,,
Assessing the sensitivity of regression results to unmeasured confounders in observational studies,10.2307/2533848,,,,
SELECTING CONFOUNDERS FROM COVARIATES,10.2307/2983362,,,,
Methods for Variable Selection and Treatment Effect Estimation in Nonrandomized Studies with Few Outcome Events and Many Confounders,10.25302/3.2018.ME.13035796,,,,
Methods for Improving Confounding Control in Comparative Effectiveness Research Using Electronic Healthcare Databases,10.25302/7.2019.ME.13035638,,,,
Estimation of Indirect Effects in the Presence of Unmeasured Confounding for the Mediator-Outcome Relationship in a Multilevel 2-1-1 Mediation Model,10.3102/1076998616636855,,,,
Effects of platelet and plasma transfusion on outcome in traumatic brain injury patients with moderate bleeding diatheses,10.3171/2012.11.JNS12622,,,,
On Associative Confounder Bias,10.3233/978-1-61499-589-0-157,,,,
OntoBioStat: Supporting Causal Diagram Design and Analysis,10.3233/SHTI220463,,,,
SurvBoost: An R Package for High-Dimensional Variable Selection in the Stratified Proportional Hazards Model via Gradient Boosting,10.32614/rj-2020-018,,,,
"Blood Hemoglobin Substantially Modulates the Impact of Gender, Morbid Obesity, and Hyperglycemia on COVID-19 Death Risk: A Multicenter Study in Italy and Spain",10.3389/fendo.2021.741248,,,,
High-Dimensional Mediation Analysis With Confounders in Survival Models,10.3389/fgene.2021.688871,,,,
Linear high-dimensional mediation models adjusting for confounders using propensity score method,10.3389/fgene.2022.961148,,,,
"Confounding and Statistical Significance of Indirect Effects: Childhood Adversity, Education, Smoking, and Anxious and Depressive Symptomatology",10.3389/fpsyg.2017.01317,,,,
Developmental Trajectories in Diagnostic Reasoning: Understanding Data Are Confounded Develops Independently of Choosing Informative Interventions to Resolve Confounded Data,10.3389/fpsyg.2022.800226,,,,
Causal Model Building in the Context of Cardiac Rehabilitation: A Systematic Review,10.3390/ijerph20043182,,,,
Food Sources of Animal Protein in Relation to Overall and Cause-Specific Mortality-Causal Associations or Confounding? An Analysis of the EPIC-Heidelberg Cohort,10.3390/nu15153322,,,,
The Confounder-Mediator Dilemma: Should We Control for Obesity to Estimate the Effect of Perfluoroalkyl Substances on Health Outcomes?,10.3390/toxics8040125,,,,
Direction dependence analysis: A framework to test the direction of effects in linear models with an implementation in SPSS,10.3758/s13428-018-1031-x,,,,
Confounder detection in linear mediation models: Performance of kernel-based tests of independence,10.3758/s13428-019-01230-4,,,,
[Matching in observational research: from the directed acyclic graph perspective],10.3760/cma.j.cn112338-20200601-00793,,,,
Best (but oft-forgotten) practices: propensity score methods in clinical nutrition research,10.3945/ajcn.115.125914,,,,
Determining the Probability Distribution and Evaluating Sensitivity and False Positive Rate of a Confounder Detection Method Applied To Logistic Regression,10.4172/2155-6180.1000142,,,,
Covariate selection criteria for controlling confounding bias in a causal study,10.5351/KJAS.2016.29.5.849,,,,
SENSITIVITY ANALYSIS FOR UNMEASURED CONFOUNDING IN COARSE STRUCTURAL NESTED MEAN MODELS,10.5705/ss.202016.0133,,,,
SEMIPARAMETRIC INFERENCE OF CAUSAL EFFECT WITH NONIGNORABLE MISSING CONFOUNDERS,10.5705/ss.202018.0466,,,,
SEMIPARAMETRIC CAUSAL MEDIATION ANALYSIS WITH UNMEASURED MEDIATOR-OUTCOME CONFOUNDING,10.5705/ss.202021.0354,,,,
Reporting on statistical methods to adjust for confounding:: A cross-sectional survey,10.7326/0003-4819-136-2-200201150-00009,,,,
